state_fips,n_records,weighted_pop,mean_pretax_income,median_pretax_income,mean_posttax_income,median_posttax_income,mean_market_income,median_market_income,mean_means_tested,median_means_tested,mean_social_insurance,median_social_insurance,mean_capital_income,median_capital_income,mean_federal_taxes,median_federal_taxes,mean_tax_credits,median_tax_credits,gini,pct_receiving_SSI_VAL,pct_receiving_PAW_VAL,bottom_50_mean_income,state_name,transfer_dependency,capital_share,b50_relative,gini_norm,transfer_dependency_z,capital_share_z,b50_relative_z,gini_norm_z,exposure_index,treatment_group
34,2296,7622793.33,66101.9547646886,38867.5,52593.6271855976,33306.0,61523.78881618977,33000.5,662.4696082702271,0.0,4578.1659484988295,0.0,7299.798670238906,2.0,11830.316471291502,3795.0,521.3393901747039,0.0,0.5887138746704642,2.349376432589181,0.6484508743725836,13704.477650206638,New Jersey,0.07928109804656765,0.11043241756200572,1.0,0.9278878742103809,-1.3724638044966737,1.0682460291711953,-0.027791868599041872,0.8457513008100388,-0.46311141520779475,Medium Exposure
35,2034,1725032.76,42978.19664505386,27000.0,36747.873625901455,26012.0,37207.26307055177,19235.0,621.238165511709,0.0,5770.933574502086,0.0,3622.833407343522,0.0,6247.387700868938,1243.5,595.2810940471647,0.0,0.58210269923333,2.852541188840959,0.716620013639625,8657.219480924376,New Mexico,0.1487305712895573,0.08429468172579678,0.6317073661537068,0.9174678216409928,1.8304889157316149,-0.5233866199502888,-1.731481865726826,0.6070915559376995,1.3600419844041962,High Exposure
36,4325,16069945.69,58090.8962372492,35001.0,45781.46533054151,30827.0,53177.3075414538,29685.0,888.7297615453235,0.0,4913.588695795399,0.0,4057.717836985422,1.0,10393.529647266034,2851.0,520.5906010439043,0.0,0.596923205688385,2.8380158763311907,1.2185451262716742,12247.337281600288,New York,0.09988343842455892,0.06985118322866433,0.8936741402482875,0.9408268230523318,-0.42230077120948856,-1.4029097706788412,-0.5196461362317896,1.1421035705296918,0.4469457506539804,Medium Exposure
37,2877,8904012.98,52561.98165040073,30097.0,42715.67743042643,27706.0,47110.29348535384,25002.0,528.1658590776223,0.0,5451.688165046902,0.0,4219.238008004341,1.0,8629.329089958266,2295.0,584.9075960578843,0.0,0.5923195274231552,2.1975241999254136,0.2137852903264748,11779.689134214936,North Carolina,0.11376766697834222,0.08027166928498354,0.8595503918412621,0.9335708411180454,0.21802845719254854,-0.7683641493256483,-0.6774996567282583,0.9759133535702798,0.5899971501487726,High Exposure
38,1414,627142.45,55992.08974082364,43206.0,47150.76599002348,37689.0,51399.71672075459,39001.0,574.6605425928352,0.0,4592.373020069045,0.0,5363.258800978949,50.0,9105.601510581846,4100.5,652.4475006595392,0.0,0.5197898357417776,1.6505117776670994,0.6062992546589694,17067.557785806737,North Dakota,0.09228149166389506,0.09578600880596559,1.2454000963363525,0.8192548306978069,-0.7728963181462933,0.17636685055472714,1.1074078367443083,-1.6423680514457084,-0.9576647002468459,Low Exposure
39,2735,9504513.25,54504.51051433065,35770.0,45121.772198376384,32329.0,49104.838455317,29239.0,744.3531677563814,0.0,5399.672059013648,0.0,4914.207398380975,10.0,9092.266043742957,2754.0,511.2123460599101,0.0,0.5727109544998874,2.685815183644465,0.5426092703905694,12994.33391886326,Ohio,0.11272507850803662,0.09016148116932272,0.9481816272411762,0.9026652385343545,0.16994513242260806,-0.16613342867624256,-0.26749919702063524,0.2680548107622991,0.21826153190799957,Medium Exposure
40,1675,3164331.18,47654.36230134419,32508.0,39451.28503328783,29552.0,42544.4844578942,28100.0,549.5604394859834,0.0,5109.877843450003,0.0,3651.4054477508894,1.0,7239.868080157779,2678.0,615.1332685727289,0.0,0.5591302235530893,1.9375329733975573,0.6389324899930356,11849.30182170599,Oklahoma,0.11876013043986006,0.07662269037745352,0.864629949725032,0.8812602808620025,0.44827677554567624,-0.9905652612190036,-0.6540020595430208,-0.22220199965864648,0.4572418785550141,High Exposure
41,1767,3563683.8600000003,56193.71790344501,39003.0,45730.56535998678,32740.0,50657.62569817851,30354.0,630.1229513804291,0.0,5536.092205266489,0.0,4656.350919550983,5.0,9221.905465733427,3528.0,496.9536793395585,0.0,0.5526187117672675,2.528656961170512,0.7485529314039656,14588.793346361866,Oregon,0.10973139679495904,0.08286248166657649,1.0645275010639967,0.8709973108713189,0.03187898823673531,-0.6105990850472413,0.2707067925179898,-0.45726394232146117,-0.06991731757974565,Medium Exposure
42,3037,10495239.760000002,55102.9763642398,34000.0,44965.878973409934,30477.0,49875.37545939588,29163.0,684.906994610669,0.0,5227.60090484393,0.0,5425.107413792898,6.0,9405.062657472818,2985.0,498.3714880935697,0.0,0.5746660770097607,2.5753617466667573,0.7748201266437766,13160.810193209642,Pennsylvania,0.10729924751018788,0.09845398146793449,0.9603292098485199,0.9057467600468595,-0.08028974111277655,0.33883051697034,-0.21130552634827449,0.33863364259599005,0.05219239948865757,Medium Exposure
44,933,896097.34,59417.18067624216,39520.0,47946.43782413192,34062.0,54397.39740954928,35000.0,1053.976737069658,0.0,5019.78326669288,0.0,5592.791719267909,5.0,10556.188271722802,3544.0,492.6001991033698,0.0,0.5607336074374258,3.350329105987526,1.0385969899207603,14481.266854941656,Rhode Island,0.10222228545069824,0.09412751759028135,1.0566814164364233,0.8837874176053194,-0.31443506547028843,0.07537459997472837,0.23441148094194092,-0.16432073597007396,-0.22454605438740727,Medium Exposure
45,1999,4449487.2,51235.07013089509,30020.0,41719.93670455328,28260.0,45362.58126316893,25000.0,716.6888726570559,0.0,5872.488867726151,0.0,4091.624694688413,1.0,8413.280547021237,2295.0,606.0123541135257,0.0,0.5915232257348038,2.512139825910725,0.3050126765169703,11689.552796756876,South Carolina,0.12860678678782345,0.07985984374053069,0.8529732467826396,0.9323157684713406,0.9023964867854735,-0.7934418755067105,-0.7079249631727802,0.9471673068815316,0.8366660020290627,High Exposure
46,1178,708047.67,58143.24237204255,44000.0,49003.86863340712,37665.5,53363.89390790595,40065.0,366.0344530051204,0.0,4779.348464136602,0.0,6557.005317523324,30.0,9505.408191640545,4437.0,571.6214302915507,0.0,0.514882560038322,0.9626767079114886,0.4981458381184984,18776.832922237558,South Dakota,0.08849494295859592,0.11277330004348327,1.3701239406198338,0.8115203406228235,-0.9475288374381372,1.2107918490778582,1.684369595902851,-1.8195179665465286,-1.3824683425451878,Low Exposure
47,2083,5819384.39,49986.96375662169,33200.0,42784.34234961406,30473.0,45004.25303045157,29052.0,524.0855377556526,0.0,4982.710726170128,0.0,3879.090426006384,1.0,7726.706944763277,2714.0,607.9050212543186,0.0,0.5577116695759898,1.8473892218692227,0.340712499316444,12360.807790502266,Tennessee,0.1101646479417607,0.07760204130206902,0.9019539530071683,0.8790244595387828,0.05186017562940555,-0.9309286149412506,-0.48134443568438345,-0.2734110068134994,0.24751148305409462,Medium Exposure
48,7724,24083545.18,53513.25854088813,30001.0,45196.955360165135,28104.0,49252.445459071736,26000.0,650.2871361217094,0.0,4260.813081816387,0.0,4478.404732495451,0.0,8966.590316844706,2295.0,672.7667819572234,0.0,0.6080183465556648,1.6618610217418166,0.2265116684121004,10486.181066583384,Texas,0.09177352214845316,0.08368775990483956,0.76516459322514,0.9583141749160324,-0.7963234553915984,-0.5603445489672911,-1.114120230139771,1.542631965803299,0.4481009351606253,Medium Exposure
49,1839,2649167.59,59235.02119970824,36089.0,47882.46795612127,32020.0,55477.82759715855,31004.0,957.1553924264944,0.0,3757.1936025496975,0.0,6866.444810665979,6.0,10222.120505781217,3825.0,654.5229105947201,0.0,0.5879797585560924,0.6265428454830221,0.4372860382154985,13060.789903934749,Utah,0.07958719182495054,0.1159186689157427,0.953030844173606,0.9267308139301736,-1.3583470105983788,1.4023261052196352,-0.24506713723327803,0.8192501186483068,-0.448400204592733,Medium Exposure
50,1399,541830.36,63963.084668326825,44140.0,51298.77471969271,37562.0,57993.057160473625,39000.0,710.253680155538,0.0,5970.027507853196,0.0,6493.334277392651,60.0,10926.73399159471,4498.0,482.79419543784894,0.0,0.5146460595411954,1.4352905584692597,0.8368578682080496,20073.1377863386,Vermont,0.10443963455872335,0.10151690324291088,1.4647138182633277,0.811147585787291,-0.21217274402119538,0.5253442352704567,2.121934221314334,-1.8280555025479768,-1.1552534626018824,Low Exposure
51,2132,7131958.9,64030.74266484906,38691.0,50744.31892663038,33946.0,58357.96786865106,35007.5,676.1705040041663,0.0,5672.774796197999,0.0,5647.811491380019,10.0,11362.338501614193,3521.0,542.7451777968042,0.0,0.5774062715646375,1.2743428737369755,0.1676107527764917,14520.796063453485,Virginia,0.09915464097353886,0.0882046850673262,1.0595658173979756,0.910065654861205,-0.45591231164656115,-0.2852906725602654,0.24775447130963127,0.43755313725864625,-0.10359142213341672,Medium Exposure
53,2159,6581082.82,67326.50388692722,40000.0,55925.55924685354,35874.0,62009.76814765567,33014.0,652.3448486506055,0.0,5316.735739271549,0.0,7897.612716717033,16.0,12053.28948872429,3672.0,559.5626863604795,0.0,0.5930194132944857,1.9080888880228373,0.6642858203689951,14287.3498157669,Washington,0.08865870412560024,0.11730317572973682,1.0425315127243449,0.9346739501855907,-0.9399763067877019,1.4866343353545304,0.16895524533161788,1.0011788430554431,-0.402437662667272,Medium Exposure
54,2106,1463271.39,43015.581940756725,30000.0,36063.44071702242,26238.0,36673.01287675692,19000.0,707.9300310996991,0.0,6342.569063999808,0.0,3547.7560070452814,0.0,6230.142902766655,1148.0,498.6740256569904,0.0,0.5715352744277372,3.2028713415902974,0.7296630053021127,10079.054071363233,West Virginia,0.16390570060890533,0.08247606674091806,0.7354570038071652,0.9008122173472632,2.5303534282119613,-0.6341294556822444,-1.2515449795886182,0.22561341607553312,1.401329295318215,High Exposure
55,1574,4742697.16,59510.08334338808,42016.5,47964.85315377168,36435.5,53993.83640091623,36800.5,458.4516801595655,0.0,5516.246942471865,0.0,6888.045170653485,75.0,9756.728753307116,3864.5,617.5475779651088,0.0,0.5405047849069478,0.8789650402219651,0.5319852638450986,17068.439550363564,Wisconsin,0.10039808864248977,0.11574584984039998,1.2454644376837087,0.8519042228256974,-0.3985655254471447,1.3918024514330125,1.1077054742744097,-0.8945699435579544,-0.8594939326153663,Low Exposure
56,1505,467134.33,50676.14163784538,35062.0,43789.84303380144,32416.0,44931.14817448762,29410.0,500.2146870044854,0.0,5744.993463357745,0.0,4659.094902252205,10.0,7386.513291048423,2871.0,685.6169106004262,0.0,0.5383044950183908,2.001775377973184,0.4555327800463733,13290.898563140385,Wyoming,0.12323764099866386,0.09193862736331042,0.9698216088476734,0.8484362863710275,0.6547758885626226,-0.05791579565944736,-0.1673945063131762,-0.9739991809820044,0.09327744604338695,Medium Exposure
